date,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Target
7/23/2014,11,95,'200.51',,16.87,3563630,18.2658,329.3123416,656.34
7/24/2014,11.01,100,'200.51',,16.87,3565120,18.2661,330.3175946,656.35
7/25/2014,11.01,97,'200.53',,16.89,3557363,18.225,343.2165736,654.82
7/28/2014,11.09,96,'200.71',,16.86,3562789,18.2463,339.5618525,655.99
7/29/2014,11.13,94,'200.71',,16.86,3544339,18.1511,335.8072255,652.57
7/30/2014,11.1,100,'200.71',,16.86,3553219,18.1956,342.3418449,654.17
7/31/2014,11.12,95,'201.02',,16.7,3481334,17.8424,331.3775319,641.32
8/1/2014,11.13,95,'201.02',,16.7,3466059,17.77,331.6557578,638.72
8/4/2014,11.13,90,'201.15',,17.06,3490219,17.9051,335.2375101,642.99
8/5/2014,11.14,95,'201.15',,17.06,3457725,17.7369,337.370385,636.95
8/6/2014,11.25,99,'201.15',,17.06,3450770,17.6996,342.7573631,635.61
8/7/2014,11.25,90,'201.15',,17.06,3434843,17.6194,343.9834822,632.73
8/8/2014,11.22,100,'201.15',,17.06,3458330,17.7422,350.7986673,637.14
8/11/2014,11.22,93,'201.15',,17.06,3476883,17.8441,343.8925336,640.8
8/12/2014,11.21,95,'201.15',,17.06,3469614,17.8079,347.8386263,639.5
8/13/2014,11.21,92,'201.15',,17.06,3509139,18.0109,350.3963827,646.79
8/14/2014,11.22,95,'201.15',,17.06,3513392,18.0323,351.743183,647.56
8/15/2014,11.34,96,'201.15',,17.06,3517071,18.0527,356.9209704,648.29
8/18/2014,11.35,94,'201.15',,17.06,3554505,18.2443,353.2175818,655.17
8/19/2014,11.35,91,'201.15',,17.06,3579189,18.3693,367.0259225,659.66
8/20/2014,11.37,98,'201.15',,17.06,3578031,18.3687,357.4091206,659.64
8/21/2014,11.4,90,'201.15',,17.06,3596362,18.4629,363.0631252,663.02
8/22/2014,11.4,94,'201.15',,17.06,3597007,18.4662,367.7708363,663.14
8/25/2014,11.42,96,'201.15',,17.06,3597558,18.469,369.3822515,663.24
8/26/2014,11.41,93,'201.15',,17.06,3600989,18.4837,369.1317959,663.77
8/27/2014,11.39,100,'201.15',,17.06,3597826,18.4734,368.3584218,663.4
8/28/2014,11.39,97,'201.39',,17.09,3589085,18.3602,370.7599105,661.94
8/29/2014,11.38,90,'201.4',,17.09,3605646,18.4459,368.1390469,664.91
9/1/2014,11.37,97,'201.6',,17.4,3605646,,369.6522601,
9/2/2014,11.39,91,'201.6',,17.4,3611092,18.4692,367.5564138,665.83
9/3/2014,11.52,94,'201.6',,17.4,3586780,18.3382,368.0885981,661.11
9/4/2014,11.53,97,'201.6',,17.4,3583777,18.3213,365.2799223,660.5
9/5/2014,11.54,93,'201.6',,17.4,3606712,18.4398,372.5736522,664.77
9/8/2014,11.54,92,'201.6',,17.4,3612142,18.4675,381.687086,665.77
9/9/2014,11.53,91,'201.6',,17.4,3588293,18.3491,378.1716009,661.5
9/10/2014,11.56,96,'201.6',,17.4,3617281,18.5025,387.0728296,667.03
9/11/2014,11.56,97,'201.6',,17.4,3621523,18.5249,392.5434978,667.84
9/12/2014,11.95,100,'201.6',,17.4,3605801,18.4437,396.15629,664.91
9/15/2014,11.94,97,'201.6',,17.4,3582446,18.3269,405.702138,660.7
9/16/2014,11.95,96,'201.6',,17.4,3607677,18.4509,410.4521743,665.17
9/17/2014,11.95,90,'201.6',,17.4,3614005,18.4847,418.5705036,666.39
9/18/2014,11.96,98,'201.6',,17.4,3637931,18.6059,420.8608138,670.76
9/19/2014,11.97,97,'201.6',,17.4,3624639,18.5382,420.0025764,668.32
9/22/2014,11.97,95,'200.43',,17.28,3596667,18.4869,417.8594928,663.23
9/23/2014,12.01,92,'200.43',,17.28,3587265,18.4484,418.3082815,661.85
9/24/2014,12,95,'200.43',,17.28,3611654,18.5702,423.8172404,666.22
9/25/2014,11.98,90,'200.43',,17.28,3529835,18.1468,418.3074229,651.03
9/26/2014,12.06,99,'200.38',,17.32,3572576,18.3707,409.394343,659
9/29/2014,12.14,90,'202.13',,17.53,3568239,18.0974,414.9585515,658.37
9/30/2014,12.14,95,'204.31',,17.33,3577114,18.128,407.0163251,659.92
10/1/2014,12.14,91,'204.6',,17.33,3513995,17.8046,405.9313081,649.07
10/2/2014,12.15,97,'204.6',,17.33,3515585,17.8117,404.82968,649.33
10/3/2014,12.14,90,'204.74',,17.32,3543159,17.9537,402.8468661,654.33
10/6/2014,12.11,96,'204.74',,17.32,3542829,17.951,404.6543784,654.23
10/7/2014,12.08,97,'204.74',,17.32,3483944,17.6538,405.290158,643.4
10/8/2014,12.07,94,'204.74',,17.32,3552284,18.0026,400.3936399,656.11
10/9/2014,12.04,92,'204.74',,17.32,3492986,17.7021,402.9607301,645.16
10/10/2014,12.05,91,'204.74',,17.32,3396410,17.2088,396.0998117,627.18
10/13/2014,12.06,93,'204.74',,17.32,3354348,16.9942,402.0513766,619.36
10/14/2014,12.47,96,'204.74',,17.32,3364254,17.0422,400.108204,621.11
10/15/2014,12.53,95,'204.74',,17.32,3339325,16.9146,397.515724,616.46
10/16/2014,12.54,94,'204.74',,17.32,3319667,16.8191,398.3352749,612.98
10/17/2014,12.68,91,'204.74',,17.32,3358391,17.0205,398.160081,620.32
10/20/2014,12.72,99,'204.22',,17.31,3367218,17.1754,397.1562013,624.47
10/21/2014,12.81,96,'204.22',,17.31,3438868,17.5464,394.5311072,637.96
10/22/2014,11.87,91,'204.22',,17.31,3419424,17.4496,407.9793428,634.44
10/23/2014,11.81,99,'204.22',,17.31,3472325,17.7164,411.0612779,644.14
10/24/2014,11.77,94,'204.23',,17.31,3499889,17.8592,409.0376586,649.34
10/27/2014,11.79,98,'204.47',,17.33,3500670,17.8567,400.6951834,649.59
10/28/2014,11.81,100,'204.47',,17.33,3550259,18.1104,402.1119278,658.82
10/29/2014,11.79,91,'204.47',,17.33,3559891,18.0807,392.1190274,657.74
10/30/2014,11.8,98,'204.47',,17.33,3564922,18.123,398.9399976,659.28
10/31/2014,11.78,100,'204.55',,17.31,3626606,18.408,398.5269546,670.87
11/3/2014,11.72,93,'204.73',,17.21,3639530,18.4802,389.7312974,673.55
11/4/2014,11.71,90,'204.73',,17.21,3643735,18.4887,386.0921945,673.86
11/5/2014,11.66,100,'201.99',,17.2,3645727,18.5228,396.0540207,675.64
11/6/2014,11.62,97,'201.99',,17.2,3643640,18.5099,405.3735067,675.17
11/7/2014,11.46,99,'201.99',,17.2,3639738,18.5036,410.4337264,674.94
11/10/2014,11.28,99,'201.99',,17.2,3649771,18.5527,413.2631707,676.73
11/11/2014,11.29,99,'201.99',,17.2,3652915,18.57,413.710073,677.36
11/12/2014,14.12,93,'201.99',,17.2,3660269,18.6138,418.3309356,678.96
11/13/2014,14.05,92,'201.99',,17.2,3681667,18.7246,419.9315828,683
11/14/2014,14.04,99,'201.99',,17.2,3703817,18.84,418.4810996,687.21
11/17/2014,14.06,90,'202.0',,17.2,3697439,18.8104,420.0413484,686.04
11/18/2014,14.04,90,'202.0',,17.2,3710986,18.8822,424.6949965,688.66
11/19/2014,14,90,'202.0',,17.2,3687428,18.7607,435.4940972,684.23
11/20/2014,14.02,98,'202.0',,17.2,3709608,18.8811,439.3034818,688.62
11/21/2014,13.99,100,'202.0',,17.2,3717702,18.9209,438.1455662,690.07
11/24/2014,14.01,90,'202.0',,17.2,3742958,19.0536,440.5247155,694.91
11/25/2014,13.96,90,'202.0',,17.2,3745341,19.0659,445.5935843,695.36
11/26/2014,13.95,99,'202.15',,17.2,3776692,19.222,447.2947324,701.58
11/27/2014,13.95,94,'202.15',,17.2,3776692,,448.6496941,
11/28/2014,13.93,95,'202.16',,17.2,3791193,19.2922,444.033077,704.2
12/1/2014,13.82,93,'202.38',,17.25,3749537,19.0689,439.3659886,696.4
12/2/2014,13.81,93,'202.38',,17.25,3759197,19.118,444.1145897,698.19
12/3/2014,13.78,98,'202.38',,17.25,3775592,19.2056,453.4799125,701.39
12/4/2014,13.74,100,'202.47',,17.2,3779699,19.1828,452.4943901,702.13
12/5/2014,13.76,99,'202.47',,17.2,3773377,19.1519,457.0885891,701
12/8/2014,13.78,99,'202.47',,17.2,3728132,18.9183,458.0828682,692.45
12/9/2014,13.8,98,'202.47',,17.2,3746043,19.0074,454.2367413,695.71
12/10/2014,13.79,93,'202.48',,17.21,3684492,18.699,455.1764051,684.33
12/11/2014,13.8,92,'202.48',,17.21,3704468,18.7935,471.3609431,687.79
12/12/2014,13.93,99,'202.48',,17.21,3646298,18.4998,474.0809973,677.04
12/15/2014,13.91,91,'202.48',,17.21,3626370,18.3902,466.1991573,673.03
12/16/2014,13.88,90,'202.48',,17.21,3572448,18.1197,471.041692,663.13
12/17/2014,11.86,90,'202.48',,17.21,3640676,18.4673,488.9964786,675.85
12/18/2014,11.82,99,'202.48',,17.21,3752932,19.0283,492.3003356,696.38
12/19/2014,11.82,100,'202.48',,17.21,3755924,19.0455,499.9717229,697.01
12/22/2014,11.83,100,'202.43',,17.22,3795680,19.2659,501.2821629,704.56
12/23/2014,11.82,100,'202.43',,17.22,3806578,19.3192,503.6484645,706.51
12/24/2014,11.82,91,'202.43',,17.22,3803267,19.3009,500.1167054,705.84
12/25/2014,11.82,93,'202.43',,17.22,3803267,,498.2896229,
12/26/2014,11.83,92,'202.46',,17.24,3818538,19.3736,495.5699082,708.74
12/29/2014,11.83,93,'206.96',,17.01,3799656,18.6005,497.4124369,705.27
12/30/2014,11.83,91,'206.96',,17.01,3773498,18.4705,487.5295902,700.34
12/31/2014,11.82,95,'208.21',,16.77,3728779,18.5618,488.5155652,691.95
1/1/2015,11.82,99,'208.08',,16.77,3728779,,475.0043344,
1/2/2015,11.85,90,'207.9',,16.77,3722732,18.5883,461.7153891,690.92
1/5/2015,11.83,99,'207.9',,16.77,3657000,18.2601,464.9098457,678.72
1/6/2015,11.81,91,'207.9',,16.77,3612033,18.0368,462.8415152,670.42
1/7/2015,11.82,91,'207.9',,16.77,3642260,18.1928,467.7793949,676.22
1/8/2015,11.81,92,'207.9',,16.77,3723348,18.6061,470.5092753,691.58
1/9/2015,11.82,99,'207.9',,16.77,3712737,18.5539,458.7806732,689.64
1/12/2015,11.83,92,'207.9',,16.77,3663631,18.3045,451.6382619,680.37
1/13/2015,11.82,99,'207.9',,16.77,3661087,18.2926,455.6417316,679.93
1/14/2015,11.82,98,'207.9',,16.77,3642365,18.1955,460.0688099,676.32
1/15/2015,11.8,94,'207.9',,16.77,3589608,17.9294,460.535562,666.43
1/16/2015,11.87,97,'207.9',,16.77,3623354,18.0933,460.7234216,672.52
1/19/2015,11.87,91,'207.9',,16.77,3623354,,455.3972913,
1/20/2015,11.77,98,'207.9',,16.77,3652601,18.2415,451.2214537,678.03
1/21/2015,11.77,95,'207.9',,16.77,3657320,18.2681,444.3438966,679.02
1/22/2015,11.75,94,'207.9',,16.77,3723861,18.6252,446.4672424,692.29
1/23/2015,11.76,92,'207.91',,16.77,3730303,18.6558,447.0024613,693.44
1/26/2015,11.63,97,'208.19',,16.73,3711993,18.5442,447.6028268,690.41
1/27/2015,11.59,90,'208.19',,16.73,3592396,17.9371,433.3881832,667.81
1/28/2015,11.63,95,'208.19',,16.73,3587524,17.9253,432.2263878,667.37
1/29/2015,11.61,91,'208.19',,16.73,3625918,18.1184,429.7317769,674.56
1/30/2015,11.64,94,'208.19',,16.73,3575553,17.8595,437.3847596,664.92
2/2/2015,11.62,99,'205.85',,16.7,3612025,18.0906,443.0452478,671.84
2/3/2015,11.51,98,'205.85',,16.7,3649335,18.2772,452.0637308,678.77
2/4/2015,11.54,98,'205.85',,16.7,3652435,18.2996,452.3365914,679.6
2/5/2015,11.54,91,'205.85',,16.7,3685490,18.4668,453.1128625,685.81
2/6/2015,11.53,99,'205.85',,16.7,3660905,18.3502,451.183245,681.48
2/9/2015,11.55,92,'205.85',,16.7,3657463,18.3227,445.9852508,680.46
2/10/2015,11.51,97,'205.85',,16.7,3714325,18.6135,448.4484726,691.26
2/11/2015,11.54,97,'205.85',,16.7,3728822,18.6924,455.3945282,694.19
2/12/2015,11.53,93,'205.85',,16.7,3789492,18.9989,450.2708127,705.57
2/13/2015,11.52,100,'205.85',,16.7,3810295,19.134,444.2628304,710.59
2/16/2015,11.52,91,'205.85',,16.7,3810295,,446.90659,
2/17/2015,11.52,100,'205.85',,16.7,3809656,19.1332,449.2119332,710.56
2/18/2015,11.54,94,'205.85',,16.7,3815824,19.1631,449.7211273,711.67
2/19/2015,11.55,95,'205.85',,16.7,3830722,19.2396,451.6449015,714.51
2/20/2015,11.55,97,'205.85',,16.7,3852796,19.3605,451.6616697,719
2/23/2015,11.56,90,'205.85',,16.7,3857923,19.3909,467.0723284,720.13
2/24/2015,11.55,92,'205.85',,16.7,3863226,19.4219,468.6769236,721.28
2/25/2015,11.56,98,'205.85',,16.7,3839213,19.2918,466.1099876,716.45
2/26/2015,11.6,97,'205.85',,16.7,3865110,19.4208,478.6488315,721.24
2/27/2015,11.63,97,'205.87',,16.72,3842770,19.3139,481.1720281,717.41
3/2/2015,11.63,96,'206.0',,16.7,3880308,19.4937,479.0075493,724.39
3/3/2015,11.57,98,'206.0',,16.7,3849415,19.3387,480.3865311,718.63
3/4/2015,11.59,97,'206.0',,16.7,3837673,19.2757,474.2394583,716.29
3/5/2015,11.59,98,'206.0',,16.74,3834035,19.2409,475.2318192,715.41
3/6/2015,11.63,94,'206.0',,16.74,3789903,19.0196,475.3552292,707.18
3/9/2015,11.64,90,'205.98',,16.74,3808625,19.1123,467.8337418,710.66
3/10/2015,11.82,96,'205.98',,16.74,3725400,18.6943,464.3422398,695.12
3/11/2015,11.78,92,'205.98',,16.74,3699241,18.5647,462.2537431,690.3
3/12/2015,11.88,90,'205.48',,16.71,3737288,18.7,453.8592208,693.95
3/13/2015,11.88,98,'205.48',,16.71,3718127,18.6019,451.6137059,690.31
3/16/2015,11.86,97,'205.48',,16.71,3763814,18.8275,453.1858828,698.68
3/17/2015,11.83,97,'205.48',,16.71,3765094,18.838,450.5449125,699.07
3/18/2015,11.83,98,'205.48',,16.71,3813674,19.0768,433.4634506,707.93
3/19/2015,11.81,95,'205.48',,16.71,3806580,19.0441,442.9844564,706.72
3/20/2015,11.73,94,'205.48',,16.71,3826889,19.1449,442.1511924,710.46
3/23/2015,11.83,100,'204.78',,16.9,3843669,19.2376,441.4461354,711.09
3/24/2015,11.85,99,'204.78',,16.9,3832950,19.1813,439.5634137,709.01
3/25/2015,11.86,91,'204.78',4,16.9,3731466,18.67,432.3977296,690.11
3/26/2015,11.88,100,'204.78',2,16.9,3733675,18.6819,434.145025,690.55
3/27/2015,11.88,93,'204.81',0,16.89,3739057,18.7125,438.238252,691.69
3/30/2015,11.88,97,'207.94',7,17.43,3782264,18.5644,450.6510202,699.7
3/31/2015,11.88,95,'208.52',7,17.73,3746533,18.7036,456.0001129,693.12
4/1/2015,11.88,97,'208.52',7,17.73,3729784,18.621,451.3843192,690.06
4/2/2015,11.91,92,'208.52',7,17.73,3726984,18.6091,455.5747471,689.62
4/3/2015,11.91,94,'208.15',7,17.73,3726984,,465.2178,
4/6/2015,11.91,99,'208.19',7,17.74,3763031,18.8211,458.7887472,696.43
4/7/2015,11.91,92,'208.19',7,17.74,3757923,18.7938,456.9538772,695.42
4/8/2015,11.91,92,'208.19',7,17.74,3767464,18.8395,462.1254077,697.11
4/9/2015,11.81,96,'208.19',7,17.74,3782031,18.9149,463.5214765,699.9
4/10/2015,11.79,90,'208.19',7,17.74,3796626,18.9881,470.8360974,702.61
4/13/2015,11.79,91,'208.19',7,17.74,3783394,18.923,468.8461537,700.2
4/14/2015,11.72,99,'208.19',7,17.74,3770470,18.8592,462.9141117,697.84
4/15/2015,11.64,96,'208.19',7,17.74,3804156,19.0249,462.4401916,703.97
4/16/2015,11.6,95,'208.19',7,17.74,3792766,18.9695,470.8203019,701.92
4/17/2015,11.59,90,'208.19',7,17.74,3737836,18.6963,468.3545836,691.81
4/20/2015,11.58,94,'208.19',7,17.74,3803896,19.0303,471.3077242,704.17
4/21/2015,11.5,100,'208.19',7,17.74,3801590,19.0179,480.7427975,703.71
4/22/2015,11.58,97,'208.19',7,17.74,3841885,19.2257,479.3095211,711.4
4/23/2015,11.5,98,'208.19',7,17.74,3847322,19.2641,472.5016009,712.82
4/24/2015,11.44,91,'208.19',7,17.74,3884215,19.465,473.4785662,719.94
4/27/2015,11.44,91,'208.36',7,17.75,3897437,19.5236,471.9292763,722.54
4/28/2015,11.39,96,'208.36',7,17.75,3896260,19.5565,473.2762247,723.76
4/29/2015,11.29,94,'208.36',7,17.75,3878006,19.4619,480.7254293,720.26
4/30/2015,11.12,97,'205.81',7,17.84,3815358,19.2376,486.0730036,708.92
5/1/2015,11.15,97,'205.81',7,17.84,3870408,19.5201,482.1199041,719.33
5/4/2015,11.15,91,'206.01',7,17.81,3869268,19.497,477.147505,719.28
5/5/2015,11.15,91,'206.01',7,17.81,3808733,19.192,487.1969107,708.03
5/6/2015,11.17,96,'206.01',7,17.81,3777292,19.0367,496.2813092,702.3
5/7/2015,11.17,93,'206.01',7,17.81,3802023,19.1598,497.5926028,706.84
5/8/2015,11.18,100,'206.01',7,17.81,3858963,19.4539,495.0396389,717.69
5/11/2015,11.17,94,'206.01',7,17.81,3837378,19.3455,498.6203415,713.69
5/12/2015,11.17,92,'206.01',7,17.81,3816686,19.2414,493.0690396,709.85
5/13/2015,11.15,94,'206.01',7,17.81,3834406,19.3306,498.610813,713.14
5/14/2015,11.2,92,'206.01',7,17.81,3900586,19.6653,494.9207498,725.49
5/15/2015,11.19,96,'206.01',7,17.81,3886972,19.5992,495.0156895,723.05
5/18/2015,11.2,90,'206.01',7,17.81,3902564,19.68,496.6742404,726.03
5/19/2015,11.21,92,'206.01',7,17.81,3893402,19.6306,495.1109983,724.21
5/20/2015,11.21,94,'206.01',7,17.81,3892703,19.6314,493.5878511,724.24
5/21/2015,11.22,95,'206.01',7,17.81,3906840,19.7016,491.8793306,726.83
5/22/2015,11.1,100,'206.01',7,17.81,3906835,19.7057,495.4526584,726.98
5/25/2015,11.1,91,'206.01',7,17.81,3906835,,502.3394707,
5/26/2015,11.09,93,'206.01',7,17.81,3851178,19.4249,498.7529549,716.62
5/27/2015,11.02,99,'206.01',7,17.81,3920718,19.7781,512.0745036,729.65
5/28/2015,11.04,100,'206.01',7,17.81,3916387,19.7569,507.2084322,728.87
5/29/2015,11.05,92,'206.12',7,17.81,3886953,19.6009,515.1757402,723.41
6/1/2015,11.05,91,'206.12',7,18.13,3900257,19.7102,511.1993877,725.82
6/2/2015,11.06,97,'206.12',7,18.13,3891406,19.6548,506.325879,723.78
6/3/2015,11.07,95,'206.12',7,18.13,3898190,19.6864,512.7117355,724.94
6/4/2015,11.08,100,'206.09',7,18.16,3862439,19.5331,520.1666075,718.22
6/5/2015,11.09,99,'206.09',7,18.16,3854850,19.4928,511.6572171,716.74
6/8/2015,11.11,100,'206.09',7,18.16,3806825,19.2557,511.9575623,708.02
6/9/2015,11.11,91,'206.09',7,18.16,3799928,19.2198,513.16939,706.7
6/10/2015,11.14,95,'206.09',7,18.16,3861378,19.5263,515.374438,717.97
6/11/2015,11.18,97,'206.09',7,18.16,3858445,19.51,517.7135117,717.37
6/12/2015,11.2,94,'206.01',7,18.07,3839678,19.3623,529.1287291,711.53
6/15/2015,11.2,95,'206.01',7,18.07,3816104,19.2448,532.74141,707.21
6/16/2015,11.2,90,'206.01',7,18.07,3839226,19.358,532.029405,711.37
6/17/2015,11.21,98,'206.01',7,18.07,3847617,19.3988,516.0526688,712.87
6/18/2015,11.19,93,'206.01',7,18.07,3876767,19.5588,522.9114529,718.75
6/19/2015,11.2,93,'206.01',7,18.07,3847608,19.4148,528.2832299,713.46
6/22/2015,11.18,95,'206.09',7,17.87,3858502,19.5128,524.779,718.34
6/23/2015,11.2,100,'206.09',7,17.87,3858228,19.5063,525.3453906,718.1
6/24/2015,11.21,98,'206.09',7,17.87,3842034,19.4273,522.6238002,715.19
6/25/2015,11.17,100,'206.09',7,17.87,3828313,19.3667,527.7048886,712.96
6/26/2015,11.18,99,'206.09',7,17.87,3792433,19.1849,527.3667722,706.18
6/29/2015,11.18,90,'208.66',7,18.85,3710046,18.5292,529.5750428,690.77
6/30/2015,11.19,97,'208.68',7,19.16,3715345,18.6953,526.9588588,691.8
7/1/2015,11.19,94,'208.68',7,19.16,3738793,18.8148,517.4489183,696.22
7/2/2015,11.16,98,'208.68',7,19.16,3745098,18.8453,511.5731684,697.35
7/3/2015,11.16,100,'208.23',7,19.32,3745098,,510.2883147,
7/6/2015,11.17,93,'208.27',7,19.32,3728197,18.7829,509.7996044,694.16
7/7/2015,11.28,92,'208.27',7,19.32,3729850,18.7907,498.2844927,694.45
7/8/2015,10.97,96,'208.27',7,19.32,3668150,18.4776,492.1812698,682.88
7/9/2015,10.96,94,'208.27',7,19.32,3657929,18.4186,487.5184166,680.7
7/10/2015,10.97,91,'208.27',7,19.32,3715459,18.7103,497.7781131,691.48
7/13/2015,9.88,95,'208.27',7,19.32,3775855,19.0142,505.6415123,702.71
7/14/2015,9.89,100,'208.27',7,19.32,3790652,19.0878,507.2628013,705.43
7/15/2015,9.92,99,'208.27',7,19.32,3794678,19.1097,502.4077407,706.24
7/16/2015,9.88,96,'208.27',7,19.32,3843584,19.3543,508.311198,715.28
7/17/2015,10.01,92,'208.27',7,19.32,3913871,19.6939,521.1088326,727.83
7/20/2015,10.01,95,'209.54',7,19.07,3933260,19.7252,516.7226274,731.61
7/21/2015,10.04,99,'209.54',7,19.07,3906505,19.6301,516.3541175,728.08
7/22/2015,10.12,100,'209.54',7,19.07,3840139,19.3079,504.9623278,716.13
7/23/2015,10.43,100,'209.54',7,19.07,3830395,19.2585,502.5968838,714.3
7/24/2015,10.44,94,'209.54',7,19.07,3807285,19.1434,496.8163415,710.03
7/27/2015,10.4,95,'209.71',7,19.24,3770849,18.9443,500.7602524,703.2
7/28/2015,11.26,94,'209.71',7,19.24,3805549,19.1213,485.0214989,709.77
7/29/2015,11.28,91,'209.71',7,19.24,3831440,19.2512,485.9508751,714.59
7/30/2015,11.29,96,'209.71',7,19.24,3836018,19.2776,472.0035639,715.57
7/31/2015,11.28,95,'206.98',7,19.47,3813536,19.2683,470.5558348,712.03
8/3/2015,11.28,97,'207.07',7,19.43,3796367,19.1398,479.9430013,708.69
8/4/2015,11.29,97,'207.07',7,19.43,3770123,19.0047,480.0290793,703.68
8/5/2015,11.36,92,'207.07',7,19.43,3808044,19.1978,485.1499771,710.83
8/6/2015,11.36,90,'207.07',7,19.43,3768491,19.0004,489.4035798,703.52
8/7/2015,11.23,98,'207.07',7,19.43,3769694,19.0088,486.3301668,703.83
8/10/2015,11.18,97,'207.07',7,19.43,3826723,19.3053,486.4141496,714.81
8/11/2015,11.3,91,'207.07',7,19.43,3766060,18.9842,489.2790031,702.92
8/12/2015,11.3,100,'207.07',7,19.43,3784563,19.0852,493.3393209,706.66
8/13/2015,11.32,96,'207.07',7,19.43,3775482,19.0393,505.1418285,704.96
8/14/2015,11.34,94,'207.07',7,19.43,3794794,19.1368,509.5170139,708.57
8/17/2015,11.34,98,'207.07',7,19.43,3816865,19.2488,499.6793193,712.72
8/18/2015,11.35,98,'207.07',7,19.43,3795188,19.1362,498.3471661,708.55
8/19/2015,11.37,96,'207.07',7,19.43,3763549,18.9728,488.6538253,702.5
8/20/2015,11.21,90,'207.07',7,19.43,3670246,18.5064,484.5486666,685.23
8/21/2015,11.05,100,'207.07',7,19.43,3516291,17.7264,487.933638,656.35
8/24/2015,11.09,96,'207.07',7,19.43,3394019,17.1128,497.312344,633.63
8/25/2015,11.14,97,'207.07',7,19.43,3354107,16.91,494.5968189,626.12
8/26/2015,11.17,94,'207.07',7,19.43,3531158,17.8026,487.6325532,659.17
8/27/2015,11.18,95,'207.07',7,19.43,3614593,18.2304,479.2882545,675.01
8/28/2015,11.26,90,'207.11',7,19.42,3623389,18.263,477.2283773,676.62
8/31/2015,11.23,96,'206.94',7,19.49,3611654,18.133,482.1702814,670.62
9/1/2015,11.26,93,'206.94',7,19.49,3491247,17.5251,480.3332583,648.14
9/2/2015,11.32,93,'206.94',7,19.49,3582232,17.9848,480.361672,665.14
9/3/2015,11.4,100,'206.82',7,19.49,3578614,18.0171,480.3435878,664.43
9/4/2015,11.42,97,'206.82',7,19.49,3525561,17.75,477.487235,654.58
9/7/2015,11.42,94,'206.82',7,19.49,3525561,,487.1343114,
9/8/2015,11.35,90,'206.8',7,19.48,3624311,18.2493,497.3007365,673.11
9/9/2015,11.31,94,'206.8',7,19.48,3576336,18.0053,505.7089541,664.11
9/10/2015,11.4,92,'206.8',7,19.48,3615330,18.1921,509.9188637,671
9/11/2015,11.38,100,'206.8',7,19.48,3635461,18.303,494.935893,675.09
9/14/2015,11.39,94,'206.8',7,19.48,3624830,18.252,493.201161,673.21
9/15/2015,11.39,99,'206.8',7,19.48,3670918,18.4833,489.9181172,681.74
9/16/2015,11.37,90,'206.8',7,19.48,3690496,18.5814,493.7274292,685.36
9/17/2015,11.78,95,'206.8',7,19.48,3665479,18.4559,486.7624161,680.73
9/18/2015,12.33,98,'206.8',7,19.48,3614695,18.2119,486.2014731,671.73
9/21/2015,12.39,94,'205.32',7,19.42,3650870,18.5274,488.8352473,678.42
9/22/2015,12.38,96,'205.32',7,19.42,3593332,18.2355,493.1131775,667.73
9/23/2015,12.4,96,'205.32',7,19.42,3601590,18.2792,486.3790897,669.33
9/24/2015,12.42,92,'205.32',7,19.42,3601508,18.2789,481.1972272,669.32
9/25/2015,12.39,100,'205.3',7,19.41,3595250,18.2515,478.9509745,668.18
9/28/2015,12.4,99,'207.47',7,20.11,3510373,17.6341,482.158325,652.43
9/29/2015,12.36,97,'207.47',7,20.11,3491559,17.537,484.3109585,648.84
9/30/2015,12.36,100,'207.63',7,20.78,3570926,18.016,483.0631405,663.56
10/1/2015,12.39,94,'207.63',7,20.78,3569836,18.0079,475.331257,663.26
10/2/2015,12.34,90,'207.16',7,20.76,3624709,18.3324,490.2479844,673.35
10/5/2015,12.32,100,'207.2',7,20.82,3696523,18.693,482.04799,686.32
10/6/2015,12.29,97,'207.2',7,20.82,3703468,18.7267,478.9420632,687.56
10/7/2015,12.26,96,'207.2',7,20.82,3717657,18.7992,476.7226202,690.22
10/8/2015,12.22,98,'207.2',7,20.82,3733912,18.8836,479.515756,693.32
10/9/2015,12.25,92,'207.2',7,20.82,3752968,18.98,470.566869,696.86
10/12/2015,12.17,90,'207.2',7,20.82,3760868,19.0195,464.243353,698.31
10/13/2015,12.19,99,'207.2',7,20.82,3749281,18.9574,460.3412183,696.03
10/14/2015,12.23,95,'207.2',7,20.82,3745119,18.9389,467.6537569,695.35
10/15/2015,12.27,92,'207.2',7,20.82,3788119,19.1546,463.7232345,703.27
10/16/2015,12.27,100,'207.2',7,20.82,3798581,19.2094,457.8850262,705.28
10/19/2015,11.94,91,'207.2',7,20.82,3808812,19.2685,465.2439434,707.45
10/20/2015,11.97,95,'207.2',7,20.82,3796622,19.2009,462.8863267,704.97
10/21/2015,11.76,97,'207.2',7,20.82,3766676,19.0508,465.2445718,699.46
10/22/2015,11.75,96,'207.2',7,20.82,3855530,19.5008,452.6647957,715.98
10/23/2015,11.61,97,'207.2',7,20.82,3972471,20.0945,449.0998729,737.78
10/26/2015,11.62,93,'207.35',7,20.91,3960916,19.9834,458.2198149,735.42
10/27/2015,11.62,100,'207.35',7,20.91,3936979,19.8744,448.5316647,731.41
10/28/2015,11.31,91,'207.35',7,20.91,3979151,20.1776,452.1784364,742.57
10/29/2015,11.33,96,'207.35',7,20.91,3964306,20.1086,442.098496,740.03
